,marketing_score,competition_index,customer_satisfaction,purchasing_power_index,weather_condition,tech_event,5g_phase,store_traffic,public_transport,city,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue
2020-05-20,66.87,6.2,49.08,83.34,Moderate,None,Early-5G,-0.76,Hub,Fort_de_France,21846.12,13734.41,5829.01
2020-05-21,66.8,6.07,49.08,83.28,Good,None,Early-5G,-0.79,Poor,Fort_de_France,18802.84,9622.36,6924.97
2020-05-22,66.73,5.95,49.08,83.21,Good,None,Early-5G,0.04,Hub,Fort_de_France,21881.41,13893.91,7134.2
2020-05-23,66.66,,49.08,83.14,Good,None,Early-5G,-0.26,Poor,Fort_de_France,24168.49,16389.74,6477.59
2020-05-24,66.59,5.71,49.08,83.08,Good,None,Early-5G,0.3,Good,Fort_de_France,22871.92,15758.32,7250.71
2020-05-25,66.52,5.59,49.09,83.01,Good,None,Early-5G,-0.48,Poor,Fort_de_France,21244.47,11576.84,6406.56
2020-05-26,66.44,5.48,49.09,82.94,Good,None,Early-5G,0.21,Hub,Fort_de_France,20142.55,10229.34,4616.64
2020-05-27,66.37,5.38,49.09,82.87,Good,None,Early-5G,0.57,Hub,Fort_de_France,26013.04,13484.1,6542.24
2020-05-28,66.29,5.28,49.09,82.8,Good,None,Early-5G,-0.5,Hub,Fort_de_France,24076.14,12557.26,5996.8
2020-05-29,66.21,5.19,49.09,82.73,Good,None,Early-5G,,Hub,Fort_de_France,22850.5,11351.6,6612.27
2020-05-30,66.13,5.11,49.1,82.65,Good,None,Early-5G,0.15,Hub,Fort_de_France,29581.7,14144.84,7987.52
2020-05-31,66.05,5.04,49.1,82.58,Good,None,Early-5G,0.09,Limited,Fort_de_France,,15501.68,7924.97
2020-06-01,65.97,4.97,49.1,82.51,Moderate,None,Early-5G,1.36,Hub,Fort_de_France,16383.51,8733.36,6390.38
2020-06-02,65.89,4.91,49.1,82.43,Good,None,Early-5G,-0.12,Hub,Fort_de_France,22758.22,10154.52,6121.75
2020-06-03,65.81,4.86,49.11,82.36,Good,None,Early-5G,0.36,Good,Fort_de_France,20210.45,10356.52,5094.28
2020-06-04,65.73,4.82,49.11,82.28,Good,None,Early-5G,-0.3,Good,Fort_de_France,24921.61,12004.76,
2020-06-05,65.64,4.79,49.11,82.2,Good,None,Early-5G,0.05,Hub,Fort_de_France,23334.63,10298.43,6436.12
2020-06-06,65.56,4.76,49.11,,Good,None,Early-5G,-0.01,Hub,Fort_de_France,29348.35,13868.81,7327.44
2020-06-07,65.47,4.75,49.11,82.05,Good,None,Early-5G,0.1,Hub,Fort_de_France,26480.86,12116.14,6495.64
2020-06-08,65.38,4.74,49.12,81.97,Good,None,Early-5G,0.8,Hub,Fort_de_France,18939.59,8051.01,5177.03
2020-06-09,65.29,4.75,49.12,81.89,Moderate,None,Early-5G,0.21,Hub,Fort_de_France,18810.84,8389.75,4844.68
2020-06-10,65.21,4.76,49.12,81.81,Good,None,Early-5G,-0.29,Hub,Fort_de_France,24474.9,10902.15,6545.18
2020-06-11,65.12,4.79,49.12,81.73,Good,None,Early-5G,1.06,Poor,Fort_de_France,18335.58,9413.52,5808.38
2020-06-12,65.03,4.82,49.13,81.65,Good,None,Early-5G,-0.45,Hub,Fort_de_France,21010.23,10714.53,6153.0
2020-06-13,64.94,4.86,49.13,81.57,Good,None,Early-5G,-0.1,Hub,Fort_de_France,25208.23,11656.33,6406.85
2020-06-14,64.84,4.91,49.13,81.48,Good,None,Early-5G,-0.36,Poor,Fort_de_France,27501.37,,7679.59
2020-06-15,64.75,4.97,49.13,81.4,Good,None,Early-5G,0.83,Hub,Fort_de_France,18254.51,9760.26,4914.85
2020-06-16,64.66,5.04,49.13,81.32,Good,None,Early-5G,0.45,Hub,Fort_de_France,16428.77,9575.22,4671.77
2020-06-17,64.57,5.11,49.14,81.24,Good,None,Early-5G,0.62,Limited,Fort_de_France,19810.99,9984.88,5821.93
2020-06-18,64.47,5.19,49.14,81.15,Moderate,None,Early-5G,0.92,Hub,Fort_de_France,19978.56,8052.14,6133.74
2020-06-19,64.38,5.28,49.14,81.07,Good,None,Early-5G,0.56,Hub,Fort_de_France,20210.32,11684.12,6608.73
2020-06-20,64.29,5.38,49.14,80.98,Moderate,None,Early-5G,0.01,Hub,Fort_de_France,23400.48,11465.56,5423.57
2020-06-21,64.19,5.48,49.15,80.9,Good,None,Early-5G,-0.74,Poor,Fort_de_France,25032.15,12856.27,7216.79
2020-06-22,64.09,,49.15,,Moderate,None,Early-5G,0.04,Poor,Fort_de_France,12469.52,6711.13,4969.46
2020-06-23,64.0,5.71,49.15,80.73,Moderate,None,Early-5G,-0.15,Hub,Fort_de_France,12669.61,6056.69,4800.51
2020-06-24,63.9,5.82,49.15,80.64,Moderate,None,Early-5G,0.57,Hub,Fort_de_France,20835.6,8681.68,4919.96
2020-06-25,63.81,5.95,49.15,80.56,Good,None,Early-5G,-0.2,Good,Fort_de_France,19733.95,9529.4,5374.76
2020-06-26,63.71,6.07,49.16,80.47,Moderate,None,Early-5G,-0.13,Poor,Fort_de_France,19152.73,8072.42,5261.3
2020-06-27,63.61,6.2,49.16,80.39,Good,None,Early-5G,0.56,Limited,Fort_de_France,21497.85,12687.22,6629.66
2020-06-28,63.52,6.33,49.16,80.3,Good,None,Early-5G,-0.5,Good,Fort_de_France,21617.7,,6364.14
2020-06-29,63.42,6.47,49.16,80.22,Good,None,Early-5G,0.84,Hub,Fort_de_France,16201.18,7135.89,4584.03
2020-06-30,63.32,6.6,49.17,80.13,Good,None,Early-5G,-0.19,Hub,Fort_de_France,14961.92,8717.46,4094.23
2020-07-01,63.22,6.73,49.27,80.04,Moderate,None,Early-5G,-0.47,Good,Fort_de_France,22887.88,8323.34,5208.09
2020-07-02,,6.87,49.37,79.96,Moderate,None,Early-5G,0.42,Good,Fort_de_France,39358.57,8340.9,6685.44
2020-07-03,63.03,7.0,49.47,79.87,Bad,None,,0.36,Poor,Fort_de_France,33390.27,10458.1,5676.27
2020-07-04,62.93,7.13,49.57,79.78,Bad,None,Early-5G,-0.21,Hub,Fort_de_France,35497.64,12829.55,7570.72
2020-07-05,62.83,7.26,49.68,79.7,Bad,None,Early-5G,0.26,Hub,Fort_de_France,25751.66,12652.87,6280.74
2020-07-06,62.73,7.39,49.78,79.61,Bad,None,Early-5G,0.16,Good,Fort_de_France,17627.8,9043.64,4947.6
2020-07-07,62.64,7.51,49.88,79.53,Moderate,None,Early-5G,-0.96,Good,Fort_de_France,18884.69,9265.73,4410.73
2020-07-08,62.54,7.63,49.98,79.44,Moderate,,Early-5G,0.26,Hub,Fort_de_France,16945.63,8838.93,5825.58
2020-07-09,62.44,7.74,50.08,79.36,Bad,None,Early-5G,0.68,Good,Fort_de_France,19383.9,7341.3,4396.26
2020-07-10,62.34,7.85,50.19,79.27,Moderate,None,Early-5G,-0.11,Limited,Fort_de_France,19500.58,8999.16,5389.35
2020-07-11,62.24,7.95,50.29,79.19,Bad,None,Early-5G,0.35,Hub,Fort_de_France,22990.82,12064.51,
2020-07-12,62.15,,50.39,79.1,Bad,None,Early-5G,-0.14,Limited,Fort_de_France,25129.43,12490.45,5738.77
2020-07-13,62.05,8.14,50.49,79.02,Moderate,None,Early-5G,0.07,Hub,Fort_de_France,15444.59,7890.3,4442.75
2020-07-14,61.95,8.22,50.6,78.93,Moderate,None,Early-5G,0.09,Hub,Fort_de_France,14707.99,6555.85,4168.83
2020-07-15,61.86,8.3,50.7,78.85,Bad,None,Early-5G,-0.13,Poor,Fort_de_France,15404.51,8829.62,4089.02
2020-07-16,61.76,8.36,50.8,78.76,Bad,None,Early-5G,-0.44,Good,Fort_de_France,19481.28,7780.11,3916.68
2020-07-17,61.67,8.42,50.9,78.68,Moderate,None,Early-5G,-0.44,Hub,Fort_de_France,12480.83,8788.93,5384.8
2020-07-18,61.57,8.47,51.0,78.6,Bad,None,Early-5G,0.07,Hub,Fort_de_France,19093.15,8947.9,5787.08
2020-07-19,61.48,8.51,51.11,78.52,Moderate,None,Early-5G,0.06,Hub,Fort_de_France,19045.24,10340.12,5868.41
2020-07-20,61.38,8.55,51.21,78.43,Bad,None,Early-5G,,Hub,Fort_de_France,,4382.7,3234.38
2020-07-21,61.29,8.57,51.31,78.35,Moderate,None,Early-5G,0.57,Good,Fort_de_France,11462.1,2359.89,2938.8
2020-07-22,61.19,8.58,51.41,78.27,Moderate,None,Early-5G,0.05,Hub,Fort_de_France,13429.55,3972.74,3447.96
2020-07-23,61.1,8.59,51.52,78.19,Bad,None,Early-5G,-0.04,Hub,Fort_de_France,11668.39,3554.02,3856.1
2020-07-24,61.01,8.58,51.62,78.11,Moderate,None,Early-5G,-0.57,Hub,Fort_de_France,17059.87,3982.45,3834.8
2020-07-25,60.92,8.57,51.72,78.03,Moderate,None,Early-5G,0.1,Poor,Fort_de_France,21122.77,9303.61,
2020-07-26,60.82,8.55,51.82,77.95,Bad,None,Early-5G,0.43,Limited,Fort_de_France,,8362.97,5573.38
2020-07-27,60.73,8.51,51.92,77.87,Bad,None,Early-5G,0.37,Poor,Fort_de_France,11310.37,5922.32,2959.02
2020-07-28,60.64,8.47,52.03,77.8,Moderate,None,Early-5G,0.95,Good,Fort_de_France,10717.37,5543.75,3270.73
2020-07-29,60.55,8.42,52.13,77.72,Bad,None,Early-5G,0.75,Hub,Fort_de_France,10095.43,6150.83,
2020-07-30,60.47,8.36,52.23,77.64,Bad,None,Early-5G,0.42,Hub,Fort_de_France,,5771.45,3069.4
2020-07-31,60.38,8.3,52.23,77.57,Moderate,None,Early-5G,-0.42,Hub,Fort_de_France,14553.53,5238.75,3679.85
2020-08-01,60.29,8.22,52.24,77.49,Bad,None,Early-5G,0.41,Hub,Fort_de_France,15556.46,,
2020-08-02,60.2,8.14,52.24,77.42,Bad,None,Early-5G,-0.12,Hub,Fort_de_France,16274.41,7469.23,4570.71
2020-08-03,60.12,8.05,52.24,77.35,Bad,None,Early-5G,-0.62,Hub,Fort_de_France,9391.49,4108.3,2447.86
2020-08-04,60.04,7.95,52.24,77.27,Bad,None,Early-5G,0.22,Limited,Fort_de_France,8365.49,3748.79,2041.47
2020-08-05,59.95,7.85,52.24,,Bad,None,Early-5G,0.38,Hub,Fort_de_France,11338.38,6245.95,2646.64
2020-08-06,59.87,7.74,52.25,77.13,Bad,None,Early-5G,-0.25,Hub,Fort_de_France,10936.88,4525.57,2864.09
2020-08-07,59.79,7.63,52.25,77.06,Bad,None,Early-5G,-0.24,Hub,Fort_de_France,12187.28,5712.75,2324.29
2020-08-08,59.71,7.51,52.25,76.99,Moderate,None,Early-5G,0.11,Hub,Fort_de_France,14540.88,8013.33,5368.85
2020-08-09,59.63,7.39,52.25,76.92,Moderate,None,Early-5G,1.04,Hub,Fort_de_France,15457.04,7150.64,
2020-08-10,59.55,7.26,52.25,76.86,Moderate,None,Early-5G,0.52,Hub,Fort_de_France,8040.52,3912.92,1887.24
2020-08-11,59.47,7.13,52.26,76.79,Moderate,None,Early-5G,0.57,Limited,Fort_de_France,7341.85,4062.79,2289.41
2020-08-12,59.39,7.0,52.26,76.72,Moderate,None,Early-5G,0.19,Hub,Fort_de_France,10015.02,4314.14,3042.89
2020-08-13,59.32,6.87,52.26,76.66,Bad,None,Early-5G,0.47,Hub,Fort_de_France,9146.61,5608.13,2503.47
2020-08-14,59.24,6.73,52.26,76.6,Moderate,None,Early-5G,-0.8,Good,Fort_de_France,11025.62,5589.09,2956.17
2020-08-15,59.17,6.6,52.27,76.53,Bad,None,Early-5G,-0.07,Limited,Fort_de_France,14234.88,7518.22,3147.44
2020-08-16,59.1,6.47,52.27,76.47,Bad,None,Early-5G,0.04,Hub,Fort_de_France,12863.56,6188.64,2785.6
2020-08-17,59.03,,52.27,76.41,Moderate,None,Early-5G,0.07,Hub,Fort_de_France,5464.41,3883.5,1860.71
2020-08-18,58.96,6.2,52.27,76.35,Bad,None,Early-5G,0.62,Hub,Fort_de_France,5138.26,2533.36,1242.01
2020-08-19,58.89,6.07,52.27,76.29,Bad,None,Early-5G,0.37,Hub,Fort_de_France,8811.72,4584.39,1637.3
2020-08-20,58.82,5.95,52.28,76.24,Bad,None,Early-5G,0.47,Good,Fort_de_France,10530.53,4422.69,2136.63
2020-08-21,58.76,5.82,52.28,76.18,Bad,,Early-5G,-0.82,Hub,Fort_de_France,12076.06,3729.37,2586.9
2020-08-22,58.69,5.71,52.28,76.13,Moderate,None,Early-5G,-0.87,Good,Fort_de_France,21206.73,6908.44,3677.41
2020-08-23,58.63,5.59,52.28,76.07,Moderate,None,Early-5G,-0.1,Hub,Fort_de_France,13241.14,6148.03,3598.41
2020-08-24,58.57,5.48,52.29,76.02,Moderate,None,Early-5G,0.7,Good,Fort_de_France,5970.3,2762.54,1480.61
2020-08-25,58.5,5.38,52.29,75.97,Bad,None,Early-5G,0.12,Hub,Fort_de_France,3999.26,2535.21,1204.17
2020-08-26,58.45,5.28,52.29,75.92,Moderate,None,Early-5G,0.28,Hub,Fort_de_France,8272.57,4463.15,2334.45
2020-08-27,58.39,5.19,52.29,75.87,Bad,None,Early-5G,0.28,Poor,Fort_de_France,7184.04,2999.33,1828.82
2020-08-28,58.33,5.11,52.29,75.82,Moderate,None,Early-5G,0.02,Hub,Fort_de_France,9566.63,4675.02,2260.08
2020-08-29,58.28,5.04,52.3,75.77,Moderate,None,Early-5G,1.44,Good,Fort_de_France,11800.92,6633.69,
2020-08-30,58.22,4.97,52.3,75.73,Moderate,None,Early-5G,0.7,Hub,Fort_de_France,10822.15,5882.38,3640.47
2020-08-31,58.17,4.91,52.3,75.68,Bad,None,Early-5G,-0.46,Hub,Fort_de_France,3190.59,1981.83,1066.71
2020-09-01,58.12,4.86,52.3,75.64,Bad,None,Early-5G,-0.46,Hub,Fort_de_France,10608.93,5165.22,2843.89
2020-09-02,58.07,4.82,52.31,75.6,Moderate,None,Early-5G,-0.12,Hub,Fort_de_France,12868.73,6269.17,3147.36
2020-09-03,58.02,4.79,52.31,75.56,Bad,None,Early-5G,,Hub,Fort_de_France,13468.61,5662.25,3270.52
2020-09-04,57.98,4.76,52.31,75.52,Bad,None,Early-5G,0.16,Limited,Fort_de_France,15970.6,7520.55,3723.89
2020-09-05,57.93,4.75,52.31,75.48,Bad,None,Early-5G,0.15,Hub,Fort_de_France,19838.88,9080.58,5171.38
2020-09-06,57.89,4.74,52.31,75.45,Bad,None,Early-5G,0.49,Limited,Fort_de_France,17220.71,,5124.31
2020-09-07,57.85,4.75,52.32,,Moderate,None,Early-5G,0.45,Hub,Fort_de_France,10060.1,,3034.3
2020-09-08,57.81,4.76,52.32,75.38,Moderate,None,Early-5G,-0.42,Good,Fort_de_France,10722.0,,2734.64
2020-09-09,57.77,4.79,52.32,75.35,Moderate,None,Early-5G,0.46,Hub,Fort_de_France,,,3342.17
2020-09-10,57.73,4.82,52.32,75.32,Moderate,None,Early-5G,0.25,Good,Fort_de_France,11498.44,,3417.04
2020-09-11,57.7,4.86,52.33,75.29,Bad,None,Early-5G,0.39,Poor,Fort_de_France,12838.07,7579.46,3399.85
2020-09-12,57.66,4.91,52.33,75.26,Moderate,None,Early-5G,-0.11,Limited,Fort_de_France,11194.82,7732.85,4737.55
2020-09-13,57.63,4.97,52.33,75.23,Bad,None,Early-5G,0.11,Hub,Fort_de_France,9952.42,8997.68,5556.78
2020-09-14,57.6,5.04,52.33,75.21,Moderate,None,Early-5G,-0.16,Hub,Fort_de_France,,6386.72,2708.33
2020-09-15,57.57,5.11,52.33,75.18,Bad,Major Launch,Early-5G,-0.46,Good,Fort_de_France,18060.84,7164.69,3233.02
2020-09-16,57.55,5.19,52.34,75.16,Moderate,None,Early-5G,0.16,Hub,Fort_de_France,12677.7,4945.53,
2020-09-17,57.52,5.28,52.34,75.14,Moderate,None,Early-5G,0.31,Poor,Fort_de_France,12843.6,7904.76,3420.07
2020-09-18,57.5,,52.34,75.12,Bad,None,Early-5G,1.64,Hub,Fort_de_France,13721.53,6388.17,3794.29
2020-09-19,57.48,5.48,52.34,75.1,Bad,None,Early-5G,-0.61,Hub,Fort_de_France,16847.57,8734.82,4996.8
2020-09-20,57.46,5.59,52.34,75.09,Moderate,None,Early-5G,-0.5,Hub,Fort_de_France,17761.41,8142.08,
2020-09-21,57.44,5.71,52.35,75.07,Moderate,None,Early-5G,0.58,Limited,Fort_de_France,11365.46,5736.72,
2020-09-22,57.42,5.82,52.35,75.06,Bad,None,Early-5G,0.85,Hub,Fort_de_France,8161.08,4116.89,
2020-09-23,57.41,5.95,52.35,75.04,Moderate,None,Early-5G,0.39,Good,Fort_de_France,10412.7,5080.72,1331.91
2020-09-24,57.4,6.07,52.35,75.03,Bad,None,Early-5G,-0.56,Hub,Fort_de_France,11601.44,5883.06,2174.28
2020-09-25,57.39,6.2,52.36,75.02,Bad,None,Early-5G,0.32,Hub,Fort_de_France,12660.37,8337.08,3329.89
2020-09-26,57.38,6.33,52.36,75.02,Bad,None,Early-5G,-0.32,Good,Fort_de_France,18378.17,10487.13,3951.49
2020-09-27,57.37,6.47,52.36,75.01,Moderate,None,Early-5G,0.18,Hub,Fort_de_France,19470.9,4616.46,4174.36
2020-09-28,57.36,6.6,52.36,75.01,Moderate,None,Early-5G,0.01,Hub,Fort_de_France,9268.93,3029.86,2951.9
2020-09-29,57.36,6.73,52.36,75.0,Bad,None,Early-5G,-0.27,Hub,Fort_de_France,8603.38,2475.8,2041.39
2020-09-30,57.36,6.87,52.37,75.0,Moderate,None,Early-5G,0.21,Good,Fort_de_France,12255.87,3824.06,3543.41
2020-10-01,57.36,7.0,52.37,75.0,Moderate,None,Early-5G,-0.15,Poor,Fort_de_France,12498.25,,3097.64
2020-10-02,57.36,7.13,52.37,75.0,Moderate,None,Early-5G,-0.42,Hub,Fort_de_France,13598.05,7014.73,3759.52
2020-10-03,57.36,7.26,52.37,75.0,Good,None,Early-5G,-0.57,Limited,Fort_de_France,18271.93,10459.35,5387.25
2020-10-04,57.37,7.39,52.38,75.01,Good,None,Early-5G,0.44,Hub,Fort_de_France,16822.52,9186.63,5783.08
2020-10-05,57.37,7.51,52.38,75.01,Good,None,Early-5G,0.26,Good,Fort_de_France,10288.92,5284.05,2741.02
2020-10-06,57.38,7.63,52.38,75.02,Good,None,Early-5G,0.49,Hub,Fort_de_France,10398.59,9116.04,2253.67
2020-10-07,57.39,7.74,52.38,75.03,Good,None,Early-5G,0.29,Hub,Fort_de_France,12821.28,12836.66,2634.62
2020-10-08,57.4,7.85,52.38,75.04,Moderate,None,Early-5G,-0.9,Hub,Fort_de_France,11440.19,,3034.94
2020-10-09,57.42,7.95,52.39,75.05,Good,None,Early-5G,-0.18,Poor,Fort_de_France,13227.68,6912.55,3676.2
2020-10-10,57.43,8.05,52.39,75.06,Good,None,Early-5G,0.97,Poor,Fort_de_France,19994.54,7441.49,4851.41
2020-10-11,57.45,8.14,52.39,75.08,Good,None,Early-5G,-0.36,Hub,Fort_de_France,16803.08,8936.59,4614.22
2020-10-12,57.47,8.22,52.39,75.09,Good,None,Early-5G,-0.28,Poor,Fort_de_France,8234.74,5685.07,2629.85
2020-10-13,57.49,8.3,52.4,75.11,Moderate,None,Early-5G,-0.19,Good,Fort_de_France,9748.36,3984.6,2407.75
2020-10-14,57.51,8.36,52.4,75.13,Good,None,Early-5G,0.27,Hub,Fort_de_France,14107.54,6380.61,3169.38
2020-10-15,57.54,8.42,52.4,75.15,Good,None,Early-5G,0.84,Hub,Fort_de_France,11339.34,5554.04,3809.22
2020-10-16,57.56,8.47,52.4,75.17,Good,None,Early-5G,0.38,Hub,Fort_de_France,14125.65,8225.87,3752.96
2020-10-17,57.59,8.51,52.4,75.19,Good,None,Early-5G,0.47,Hub,Fort_de_France,16882.95,10014.18,5548.33
2020-10-18,57.62,8.55,52.41,75.22,Moderate,None,Early-5G,1.28,Poor,Fort_de_France,15512.02,8517.13,5251.68
2020-10-19,57.65,8.57,52.41,75.24,Good,None,Early-5G,0.19,Poor,Fort_de_France,9407.41,5442.22,2780.85
2020-10-20,57.68,8.58,52.41,75.27,Moderate,None,Early-5G,0.83,Hub,Fort_de_France,,5135.9,3113.74
2020-10-21,57.72,8.59,52.41,75.3,Good,None,Early-5G,0.43,Hub,Fort_de_France,11847.01,6222.9,4210.45
2020-10-22,57.75,8.58,52.41,,Moderate,None,Early-5G,-0.07,Poor,Fort_de_France,12633.25,5525.45,3723.32
2020-10-23,57.79,8.57,52.42,75.36,Good,None,Early-5G,0.2,Hub,Fort_de_France,14091.16,8036.21,3217.2
2020-10-24,57.83,8.55,52.42,75.4,Moderate,None,Early-5G,0.54,Hub,Fort_de_France,18912.95,9239.54,3281.46
2020-10-25,57.87,8.51,52.42,75.43,Good,None,Early-5G,1.14,Hub,Fort_de_France,19755.59,9244.76,3942.58
2020-10-26,57.92,8.47,52.42,75.46,Good,None,Early-5G,-0.04,Hub,Fort_de_France,11895.07,5778.85,3212.5
2020-10-27,57.96,8.42,52.43,75.5,Good,None,Early-5G,0.42,Poor,Fort_de_France,11631.25,5328.52,2888.71
2020-10-28,58.01,8.36,52.43,75.54,Good,None,Early-5G,0.77,Hub,Fort_de_France,14887.19,6572.21,3489.14
2020-10-29,58.05,8.3,52.43,75.58,Good,None,Early-5G,-0.59,Poor,Fort_de_France,14724.15,6155.51,4385.84
2020-10-30,55.61,8.22,52.43,75.62,Moderate,None,Early-5G,-0.07,Hub,Fort_de_France,4398.47,3920.79,2666.04
2020-10-31,53.16,8.14,52.43,75.66,Moderate,None,Early-5G,0.01,Hub,Fort_de_France,,5757.19,4036.99
2020-11-01,50.71,8.05,52.44,75.71,Good,None,Early-5G,0.01,Limited,Fort_de_France,10622.41,6194.24,3722.18
2020-11-02,48.26,7.95,52.44,75.75,Moderate,None,Early-5G,0.04,Hub,Fort_de_France,1512.66,1771.9,1911.02
2020-11-03,45.81,7.85,52.44,75.8,Good,None,Early-5G,0.06,Poor,Fort_de_France,1490.28,2046.9,1604.41
2020-11-04,43.36,7.74,52.44,75.84,Good,None,Early-5G,-0.15,Hub,Fort_de_France,2779.85,4508.49,2074.39
2020-11-05,40.9,7.63,52.45,75.89,Good,None,Early-5G,-0.08,Hub,Fort_de_France,4551.12,3094.37,2198.23
2020-11-06,40.95,7.51,52.45,75.94,Good,None,Early-5G,0.38,Hub,Fort_de_France,4844.19,3870.92,2384.18
2020-11-07,40.99,7.39,52.45,75.99,Moderate,None,Early-5G,-0.61,Hub,Fort_de_France,8260.82,6661.82,3903.08
2020-11-08,41.03,7.26,52.45,76.05,Good,None,Early-5G,-0.53,Good,Fort_de_France,10314.32,6868.53,3785.89
2020-11-09,41.08,7.13,52.45,76.1,Good,None,Early-5G,0.19,Hub,Fort_de_France,2292.36,2966.11,1683.78
2020-11-10,41.13,7.0,52.46,76.15,Good,None,Early-5G,0.38,Poor,Fort_de_France,1851.19,2615.58,1945.32
2020-11-11,41.17,6.87,52.46,76.21,Good,None,Early-5G,-0.14,Hub,Fort_de_France,4792.97,4419.16,2537.84
2020-11-12,41.22,6.73,52.46,76.27,Good,None,Early-5G,-0.33,Limited,Fort_de_France,5549.13,3695.77,2364.76
2020-11-13,41.27,6.6,52.46,76.32,Good,None,Early-5G,1.16,Poor,Fort_de_France,5594.9,4407.86,2699.44
2020-11-14,41.32,6.47,52.47,76.38,Moderate,None,Early-5G,-0.9,Good,Fort_de_France,9545.22,7072.0,3889.74
2020-11-15,41.37,6.33,52.47,76.44,Good,None,Early-5G,0.04,Hub,Fort_de_France,10415.38,,3830.68
2020-11-16,41.42,,52.47,76.5,Good,None,Early-5G,-0.06,Hub,Fort_de_France,2967.72,3032.14,2042.6
2020-11-17,41.48,6.07,52.47,76.56,Good,None,Early-5G,-0.59,Limited,Fort_de_France,2200.86,3153.09,2015.59
2020-11-18,41.53,5.95,52.47,76.63,Moderate,None,Early-5G,-0.45,Hub,Fort_de_France,4354.15,4053.53,2336.5
2020-11-19,41.59,5.82,52.48,76.69,Moderate,None,Early-5G,-0.35,Hub,Fort_de_France,4031.78,3846.9,2577.2
2020-11-20,41.64,5.71,52.48,76.76,Good,None,Early-5G,-0.06,Hub,Fort_de_France,7014.31,5198.25,3309.21
2020-11-21,41.7,5.59,52.48,76.82,Moderate,None,Early-5G,-0.18,Hub,Fort_de_France,10831.35,6896.24,4376.29
2020-11-22,41.76,5.48,52.48,76.89,Moderate,None,,-0.61,Good,Fort_de_France,10896.32,7104.2,
2020-11-23,41.81,5.38,52.49,76.96,Good,None,Early-5G,-0.17,Limited,Fort_de_France,3892.43,3268.52,2299.02
2020-11-24,41.87,5.28,52.49,77.03,Moderate,None,Early-5G,0.23,Hub,Fort_de_France,2974.55,3083.47,2321.8
2020-11-25,41.93,5.19,52.49,77.1,Good,None,Early-5G,-0.7,Hub,Fort_de_France,6714.74,4978.32,2960.97
2020-11-26,41.99,5.11,52.49,77.17,Moderate,None,Early-5G,0.64,Hub,Fort_de_France,5840.55,4463.85,2720.87
2020-11-27,42.06,5.04,52.49,77.24,Good,None,Early-5G,1.01,Hub,Fort_de_France,7926.46,5306.86,4123.47
2020-11-28,42.12,4.97,52.5,77.31,Good,None,Early-5G,-0.79,Poor,Fort_de_France,12817.0,7810.85,4615.75
2020-11-29,42.18,4.91,52.5,77.38,Moderate,None,Early-5G,-0.42,Hub,Fort_de_France,9371.06,6183.31,3771.66
2020-11-30,42.24,4.86,52.5,77.46,Moderate,None,Early-5G,0.27,Good,Fort_de_France,4995.17,4489.36,2673.99
2020-12-01,42.31,4.82,52.5,77.53,Moderate,None,Early-5G,-0.25,Hub,Fort_de_France,0.0,1576.18,1420.12
2020-12-02,42.37,4.79,52.5,77.61,Good,None,Early-5G,0.19,Hub,Fort_de_France,3859.48,3706.11,2282.03
2020-12-03,42.44,4.76,52.51,77.68,Good,None,Early-5G,-1.03,Hub,Fort_de_France,4369.41,3052.28,2281.08
2020-12-04,42.51,4.75,52.51,77.76,Good,None,Early-5G,-0.07,Hub,Fort_de_France,4558.27,4281.74,2715.5
2020-12-05,42.57,4.74,52.51,77.84,Good,None,Early-5G,0.45,Poor,Fort_de_France,9322.02,6625.41,3994.3
2020-12-06,42.64,4.75,52.51,77.91,Good,None,Early-5G,0.19,Poor,Fort_de_France,12193.76,5878.24,4207.92
2020-12-07,42.71,4.76,52.52,77.99,Good,None,Early-5G,0.45,Hub,Fort_de_France,2494.67,2741.36,1954.33
2020-12-08,42.78,4.79,52.52,78.07,Good,None,Early-5G,0.58,Limited,Fort_de_France,,2981.69,2378.92
2020-12-09,42.85,4.82,52.52,78.15,Moderate,None,Early-5G,0.89,Hub,Fort_de_France,4334.27,3958.41,2800.59
2020-12-10,42.91,4.86,52.52,78.23,Good,None,Early-5G,0.1,Hub,Fort_de_France,5934.79,4195.35,2815.56
2020-12-11,42.98,4.91,52.52,78.31,Moderate,None,Early-5G,-0.24,Hub,Fort_de_France,6726.59,4793.59,2957.02
2020-12-12,43.06,4.97,52.53,78.39,Moderate,None,Early-5G,-0.2,Good,Fort_de_France,13657.72,8142.8,4024.77
2020-12-13,43.13,5.04,52.53,78.48,Good,None,Early-5G,0.67,Limited,Fort_de_France,12023.73,7846.05,4233.95
2020-12-14,43.2,,52.53,78.56,Good,None,Early-5G,-0.84,Hub,Fort_de_France,4484.37,4313.15,2491.2
2020-12-15,43.27,5.19,52.53,78.64,Good,None,Early-5G,-0.3,Hub,Fort_de_France,4719.17,5049.99,2335.35
2020-12-16,46.01,5.28,52.54,78.72,Moderate,None,Early-5G,0.81,Good,Fort_de_France,17325.84,10322.26,4192.21
2020-12-17,48.75,5.38,52.54,78.81,Good,None,Early-5G,0.27,Hub,Fort_de_France,16011.07,7208.64,4843.34
